Date,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,Site
2025-03-17,28.85,15.06,0.02,62.99,13.98,North_Arid
2025-03-18,28.31,15.29,0.11,63.64,14.99,North_Arid
2025-03-19,28.46,16.08,0.13,65.7,17.07,North_Arid
2025-03-20,29.35,16.6,0.14,63.98,21.35,North_Arid
2025-03-21,31.0,17.1,0.01,54.01,22.68,North_Arid
2025-03-22,32.74,19.33,0.0,49.76,23.87,North_Arid
2025-03-23,33.38,18.18,0.0,49.6,23.04,North_Arid
2025-03-24,33.05,19.51,0.08,51.41,23.39,North_Arid
2025-03-25,32.74,18.43,0.31,58.38,22.54,North_Arid
2025-03-26,33.5,19.6,0.78,51.09,20.41,North_Arid
2025-03-27,30.88,19.39,3.17,66.03,18.67,North_Arid
2025-03-28,29.84,17.65,1.0,66.03,17.5,North_Arid
2025-03-29,31.49,16.56,0.03,57.41,22.72,North_Arid
2025-03-30,34.05,19.78,0.01,48.21,23.34,North_Arid
2025-03-31,31.92,19.56,1.27,59.77,21.34,North_Arid
2025-04-01,32.33,18.08,0.07,59.93,21.21,North_Arid
2025-04-02,33.05,20.38,0.14,49.3,22.09,North_Arid
2025-04-03,29.43,19.44,1.16,66.93,13.79,North_Arid
2025-04-04,26.81,17.2,1.45,70.98,8.93,North_Arid
2025-04-05,27.02,16.91,1.2,70.57,15.76,North_Arid
2025-04-06,29.99,17.39,1.6,65.42,20.62,North_Arid
2025-04-07,31.37,17.76,0.44,61.42,19.31,North_Arid
2025-04-08,31.89,19.07,0.02,53.35,22.52,North_Arid
2025-04-09,33.12,20.19,8.3,62.54,7.79,North_Arid
2025-04-10,32.66,18.22,1.03,60.74,20.1,North_Arid
2025-04-11,27.2,17.0,3.62,67.85,8.94,North_Arid
2025-04-12,27.54,15.08,0.96,64.65,14.72,North_Arid
2025-04-13,29.53,16.43,0.01,52.24,20.95,North_Arid
2025-04-14,30.69,17.09,0.0,41.61,20.08,North_Arid
2025-04-15,29.78,16.39,0.96,53.27,18.7,North_Arid
2025-04-16,29.97,16.99,0.4,64.54,16.11,North_Arid
2025-04-17,28.27,16.45,0.35,64.37,13.93,North_Arid
2025-04-18,25.6,14.62,0.88,64.89,6.48,North_Arid
2025-04-19,26.38,13.37,0.47,64.93,9.54,North_Arid
2025-04-20,28.93,14.09,0.0,54.29,20.56,North_Arid
2025-04-21,29.67,17.05,0.01,44.92,20.16,North_Arid
2025-04-22,31.1,16.32,0.0,50.09,19.86,North_Arid
2025-04-23,26.3,17.41,0.93,64.59,16.8,North_Arid
2025-04-24,26.23,15.92,1.42,71.24,7.79,North_Arid
2025-04-25,24.4,15.7,2.87,74.52,9.36,North_Arid
2025-04-26,26.82,13.71,0.53,67.55,12.58,North_Arid
2025-04-27,28.07,13.39,0.06,58.33,18.92,North_Arid
2025-04-28,28.2,14.69,0.25,64.6,17.15,North_Arid
2025-04-29,28.25,15.31,0.8,63.75,16.96,North_Arid
2025-04-30,28.97,15.85,0.02,51.84,18.56,North_Arid
2025-05-01,31.23,18.38,0.0,41.98,19.45,North_Arid
2025-05-02,29.34,17.19,0.65,51.18,8.57,North_Arid
2025-05-03,23.46,13.15,0.47,67.51,9.96,North_Arid
2025-05-04,23.07,10.54,0.02,59.64,17.99,North_Arid
2025-05-05,25.57,9.61,0.0,56.99,19.0,North_Arid
2025-05-06,27.76,12.17,0.0,46.11,20.03,North_Arid
2025-05-07,28.58,13.18,0.0,40.01,19.76,North_Arid
2025-05-08,29.95,14.92,0.0,34.24,19.48,North_Arid
2025-05-09,29.32,15.1,0.0,37.82,19.21,North_Arid
2025-05-10,28.65,13.43,0.0,44.27,19.34,North_Arid
2025-05-11,30.74,12.36,0.06,41.1,19.03,North_Arid
2025-05-12,24.56,11.51,0.09,65.74,9.74,North_Arid
2025-05-13,26.24,10.99,0.0,61.21,16.49,North_Arid
2025-05-14,24.43,10.78,0.08,63.04,15.01,North_Arid
2025-05-15,23.75,12.03,0.01,58.41,11.56,North_Arid
2025-05-16,26.21,11.32,0.0,59.43,15.11,North_Arid
2025-05-17,26.7,11.99,0.0,55.12,15.74,North_Arid
2025-05-18,28.81,12.82,0.0,45.28,17.77,North_Arid
2025-05-19,28.02,13.51,0.0,49.71,16.5,North_Arid
2025-05-20,28.58,15.39,0.0,42.58,17.73,North_Arid
2025-05-21,26.57,11.48,0.0,38.33,17.7,North_Arid
2025-05-22,23.46,8.17,0.0,45.76,18.46,North_Arid
2025-05-23,22.56,10.39,0.06,61.45,14.02,North_Arid
2025-05-24,22.72,7.63,0.0,57.14,17.69,North_Arid
2025-05-25,23.72,8.02,0.0,52.31,17.69,North_Arid
2025-05-26,24.21,10.45,0.0,43.51,17.58,North_Arid
2025-05-27,25.56,8.78,0.0,35.66,16.76,North_Arid
2025-05-28,24.23,10.93,0.09,57.01,13.3,North_Arid
2025-05-29,26.06,10.82,0.0,45.35,17.02,North_Arid
2025-05-30,28.27,9.94,0.02,39.4,17.3,North_Arid
2025-05-31,24.69,9.99,0.07,60.01,15.93,North_Arid
